Date,Visitor,PTS_Visitor,Home,PTS_Home,Box_Score,OT,Winner
2023-11-28,Chicago Bulls,97,Boston Celtics,124,/boxscores/202311280BOS.html,,Boston Celtics
2023-11-28,Toronto Raptors,103,Brooklyn Nets,115,/boxscores/202311280BRK.html,,Brooklyn Nets
2023-11-28,Atlanta Hawks,105,Cleveland Cavaliers,128,/boxscores/202311280CLE.html,,Cleveland Cavaliers
2023-11-28,Milwaukee Bucks,131,Miami Heat,124,/boxscores/202311280MIA.html,,Milwaukee Bucks
2023-11-28,Charlotte Hornets,91,New York Knicks,115,/boxscores/202311280NYK.html,,New York Knicks
2023-11-28,Oklahoma City Thunder,103,Minnesota Timberwolves,106,/boxscores/202311280MIN.html,,Minnesota Timberwolves
2023-11-28,Houston Rockets,115,Dallas Mavericks,121,/boxscores/202311280DAL.html,,Dallas Mavericks
2023-11-28,Golden State Warriors,123,Sacramento Kings,124,/boxscores/202311280SAC.html,,Sacramento Kings
2023-11-29,Los Angeles Lakers,133,Detroit Pistons,107,/boxscores/202311290DET.html,,Los Angeles Lakers
2023-11-29,Washington Wizards,120,Orlando Magic,139,/boxscores/202311290ORL.html,,Orlando Magic
2023-11-29,Phoenix Suns,105,Toronto Raptors,112,/boxscores/202311290TOR.html,,Toronto Raptors
2023-11-29,Utah Jazz,91,Memphis Grizzlies,105,/boxscores/202311290MEM.html,,Memphis Grizzlies
2023-11-29,Philadelphia 76ers,114,New Orleans Pelicans,124,/boxscores/202311290NOP.html,,New Orleans Pelicans
2023-11-29,Houston Rockets,124,Denver Nuggets,134,/boxscores/202311290DEN.html,,Denver Nuggets
2023-11-29,Los Angeles Clippers,131,Sacramento Kings,117,/boxscores/202311290SAC.html,,Los Angeles Clippers
2023-11-30,Portland Trail Blazers,103,Cleveland Cavaliers,95,/boxscores/202311300CLE.html,,Portland Trail Blazers
2023-11-30,Charlotte Hornets,129,Brooklyn Nets,128,/boxscores/202311300BRK.html,,Charlotte Hornets
2023-11-30,Indiana Pacers,132,Miami Heat,142,/boxscores/202311300MIA.html,,Miami Heat
2023-11-30,Detroit Pistons,112,New York Knicks,118,/boxscores/202311300NYK.html,,New York Knicks
2023-11-30,Milwaukee Bucks,113,Chicago Bulls,120,/boxscores/202311300CHI.html,OT,Chicago Bulls
2023-11-30,Utah Jazz,90,Minnesota Timberwolves,101,/boxscores/202311300MIN.html,,Minnesota Timberwolves
2023-11-30,Los Angeles Lakers,110,Oklahoma City Thunder,133,/boxscores/202311300OKC.html,,Oklahoma City Thunder
2023-11-30,Atlanta Hawks,137,San Antonio Spurs,135,/boxscores/202311300SAS.html,,Atlanta Hawks
2023-11-30,Los Angeles Clippers,114,Golden State Warriors,120,/boxscores/202311300GSW.html,,Golden State Warriors
2023-12-01,Washington Wizards,125,Orlando Magic,130,/boxscores/202312010ORL.html,,Orlando Magic
2023-12-01,Philadelphia 76ers,119,Boston Celtics,125,/boxscores/202312010BOS.html,,Boston Celtics
2023-12-01,Memphis Grizzlies,108,Dallas Mavericks,94,/boxscores/202312010DAL.html,,Memphis Grizzlies
2023-12-01,New York Knicks,119,Toronto Raptors,106,/boxscores/202312010TOR.html,,New York Knicks
2023-12-01,San Antonio Spurs,106,New Orleans Pelicans,121,/boxscores/202312010NOP.html,,New Orleans Pelicans
2023-12-01,Denver Nuggets,119,Phoenix Suns,111,/boxscores/202312010PHO.html,,Denver Nuggets
2023-12-02,Golden State Warriors,112,Los Angeles Clippers,113,/boxscores/202312020LAC.html,,Los Angeles Clippers
2023-12-02,Minnesota Timberwolves,123,Charlotte Hornets,117,/boxscores/202312020CHO.html,,Minnesota Timberwolves
2023-12-02,Orlando Magic,101,Brooklyn Nets,129,/boxscores/202312020BRK.html,,Brooklyn Nets
2023-12-02,Cleveland Cavaliers,110,Detroit Pistons,101,/boxscores/202312020DET.html,,Cleveland Cavaliers
2023-12-02,New Orleans Pelicans,118,Chicago Bulls,124,/boxscores/202312020CHI.html,,Chicago Bulls
2023-12-02,Indiana Pacers,144,Miami Heat,129,/boxscores/202312020MIA.html,,Indiana Pacers
2023-12-02,Atlanta Hawks,121,Milwaukee Bucks,132,/boxscores/202312020MIL.html,,Milwaukee Bucks
2023-12-02,Oklahoma City Thunder,126,Dallas Mavericks,120,/boxscores/202312020DAL.html,,Oklahoma City Thunder
2023-12-02,Memphis Grizzlies,109,Phoenix Suns,116,/boxscores/202312020PHO.html,,Phoenix Suns
2023-12-02,Portland Trail Blazers,113,Utah Jazz,118,/boxscores/202312020UTA.html,OT,Utah Jazz
2023-12-02,Denver Nuggets,117,Sacramento Kings,123,/boxscores/202312020SAC.html,,Sacramento Kings
2023-12-02,Houston Rockets,97,Los Angeles Lakers,107,/boxscores/202312020LAL.html,,Los Angeles Lakers
2023-12-04,Boston Celtics,112,Indiana Pacers,122,/boxscores/202312040IND.html,,Indiana Pacers
2023-12-04,New Orleans Pelicans,127,Sacramento Kings,117,/boxscores/202312040SAC.html,,New Orleans Pelicans
2023-12-05,New York Knicks,122,Milwaukee Bucks,146,/boxscores/202312050MIL.html,,Milwaukee Bucks
2023-12-05,Phoenix Suns,103,Los Angeles Lakers,106,/boxscores/202312050LAL.html,,Los Angeles Lakers
2023-12-06,Orlando Magic,111,Cleveland Cavaliers,121,/boxscores/202312060CLE.html,,Cleveland Cavaliers
2023-12-06,Memphis Grizzlies,116,Detroit Pistons,102,/boxscores/202312060DET.html,,Memphis Grizzlies
2023-12-06,Philadelphia 76ers,131,Washington Wizards,126,/boxscores/202312060WAS.html,,Philadelphia 76ers
2023-12-06,Brooklyn Nets,114,Atlanta Hawks,113,/boxscores/202312060ATL.html,,Brooklyn Nets
2023-12-06,San Antonio Spurs,94,Minnesota Timberwolves,102,/boxscores/202312060MIN.html,,Minnesota Timberwolves
2023-12-06,Miami Heat,112,Toronto Raptors,103,/boxscores/202312060TOR.html,,Miami Heat
2023-12-06,Charlotte Hornets,100,Chicago Bulls,111,/boxscores/202312060CHI.html,,Chicago Bulls
2023-12-06,Oklahoma City Thunder,101,Houston Rockets,110,/boxscores/202312060HOU.html,,Houston Rockets
2023-12-06,Utah Jazz,97,Dallas Mavericks,147,/boxscores/202312060DAL.html,,Dallas Mavericks
2023-12-06,Portland Trail Blazers,106,Golden State Warriors,110,/boxscores/202312060GSW.html,,Golden State Warriors
2023-12-06,Denver Nuggets,102,Los Angeles Clippers,111,/boxscores/202312060LAC.html,,Los Angeles Clippers
2023-12-07,Indiana Pacers,128,Milwaukee Bucks,119,/boxscores/202312070MIL.html,,Indiana Pacers
2023-12-07,New Orleans Pelicans,89,Los Angeles Lakers,133,/boxscores/202312070LAL.html,,Los Angeles Lakers
2023-12-08,Toronto Raptors,116,Charlotte Hornets,119,/boxscores/202312080CHO.html,,Charlotte Hornets
2023-12-08,Detroit Pistons,91,Orlando Magic,123,/boxscores/202312080ORL.html,,Orlando Magic
2023-12-08,Atlanta Hawks,114,Philadelphia 76ers,125,/boxscores/202312080PHI.html,,Philadelphia 76ers
2023-12-08,New York Knicks,123,Boston Celtics,133,/boxscores/202312080BOS.html,,Boston Celtics
2023-12-08,Washington Wizards,97,Brooklyn Nets,124,/boxscores/202312080BRK.html,,Brooklyn Nets
2023-12-08,Minnesota Timberwolves,127,Memphis Grizzlies,103,/boxscores/202312080MEM.html,,Minnesota Timberwolves
2023-12-08,Cleveland Cavaliers,111,Miami Heat,99,/boxscores/202312080MIA.html,,Cleveland Cavaliers
2023-12-08,Golden State Warriors,136,Oklahoma City Thunder,138,/boxscores/202312080OKC.html,OT,Oklahoma City Thunder
2023-12-08,Chicago Bulls,121,San Antonio Spurs,112,/boxscores/202312080SAS.html,,Chicago Bulls
2023-12-08,Houston Rockets,114,Denver Nuggets,106,/boxscores/202312080DEN.html,,Houston Rockets
2023-12-08,Sacramento Kings,114,Phoenix Suns,106,/boxscores/202312080PHO.html,,Sacramento Kings
2023-12-08,Dallas Mavericks,125,Portland Trail Blazers,112,/boxscores/202312080POR.html,,Dallas Mavericks
2023-12-08,Los Angeles Clippers,117,Utah Jazz,103,/boxscores/202312080UTA.html,,Los Angeles Clippers
2023-12-09,Indiana Pacers,109,Los Angeles Lakers,123,/boxscores/202312090LAL.html,,Los Angeles Lakers
2023-12-11,Miami Heat,116,Charlotte Hornets,114,/boxscores/202312110CHO.html,,Miami Heat
2023-12-11,Indiana Pacers,131,Detroit Pistons,123,/boxscores/202312110DET.html,,Indiana Pacers
2023-12-11,Cleveland Cavaliers,94,Orlando Magic,104,/boxscores/202312110ORL.html,,Orlando Magic
2023-12-11,Washington Wizards,101,Philadelphia 76ers,146,/boxscores/202312110PHI.html,,Philadelphia 76ers
2023-12-11,Denver Nuggets,129,Atlanta Hawks,122,/boxscores/202312110ATL.html,,Denver Nuggets
2023-12-11,Toronto Raptors,130,New York Knicks,136,/boxscores/202312110NYK.html,,New York Knicks
2023-12-11,San Antonio Spurs,82,Houston Rockets,93,/boxscores/202312110HOU.html,,Houston Rockets
2023-12-11,Dallas Mavericks,120,Memphis Grizzlies,113,/boxscores/202312110MEM.html,,Dallas Mavericks
2023-12-11,Chicago Bulls,129,Milwaukee Bucks,133,/boxscores/202312110MIL.html,OT,Milwaukee Bucks
2023-12-11,Minnesota Timberwolves,107,New Orleans Pelicans,121,/boxscores/202312110NOP.html,,New Orleans Pelicans
2023-12-11,Utah Jazz,120,Oklahoma City Thunder,134,/boxscores/202312110OKC.html,,Oklahoma City Thunder
2023-12-11,Brooklyn Nets,118,Sacramento Kings,131,/boxscores/202312110SAC.html,,Sacramento Kings
2023-12-11,Portland Trail Blazers,127,Los Angeles Clippers,132,/boxscores/202312110LAC.html,,Los Angeles Clippers
2023-12-12,Cleveland Cavaliers,113,Boston Celtics,120,/boxscores/202312120BOS.html,,Boston Celtics
2023-12-12,Los Angeles Lakers,125,Dallas Mavericks,127,/boxscores/202312120DAL.html,,Dallas Mavericks
2023-12-12,Denver Nuggets,114,Chicago Bulls,106,/boxscores/202312120CHI.html,,Denver Nuggets
2023-12-12,Golden State Warriors,116,Phoenix Suns,119,/boxscores/202312120PHO.html,,Phoenix Suns
2023-12-12,Sacramento Kings,99,Los Angeles Clippers,119,/boxscores/202312120LAC.html,,Los Angeles Clippers
2023-12-13,Philadelphia 76ers,129,Detroit Pistons,111,/boxscores/202312130DET.html,,Philadelphia 76ers
2023-12-13,New Orleans Pelicans,142,Washington Wizards,122,/boxscores/202312130WAS.html,,New Orleans Pelicans
2023-12-13,Charlotte Hornets,104,Miami Heat,115,/boxscores/202312130MIA.html,,Miami Heat
2023-12-13,Atlanta Hawks,128,Toronto Raptors,135,/boxscores/202312130TOR.html,,Toronto Raptors
2023-12-13,Memphis Grizzlies,104,Houston Rockets,117,/boxscores/202312130HOU.html,,Houston Rockets
2023-12-13,Indiana Pacers,126,Milwaukee Bucks,140,/boxscores/202312130MIL.html,,Milwaukee Bucks
2023-12-13,Los Angeles Lakers,122,San Antonio Spurs,119,/boxscores/202312130SAS.html,,Los Angeles Lakers
2023-12-13,Brooklyn Nets,116,Phoenix Suns,112,/boxscores/202312130PHO.html,,Brooklyn Nets
2023-12-13,New York Knicks,113,Utah Jazz,117,/boxscores/202312130UTA.html,,Utah Jazz
2023-12-14,Cleveland Cavaliers,107,Boston Celtics,116,/boxscores/202312140BOS.html,,Boston Celtics
2023-12-14,Chicago Bulls,124,Miami Heat,116,/boxscores/202312140MIA.html,,Chicago Bulls
2023-12-14,Minnesota Timberwolves,119,Dallas Mavericks,101,/boxscores/202312140DAL.html,,Minnesota Timberwolves
2023-12-14,Brooklyn Nets,101,Denver Nuggets,124,/boxscores/202312140DEN.html,,Denver Nuggets
2023-12-14,Utah Jazz,122,Portland Trail Blazers,114,/boxscores/202312140POR.html,,Utah Jazz
2023-12-14,Oklahoma City Thunder,123,Sacramento Kings,128,/boxscores/202312140SAC.html,,Sacramento Kings
2023-12-14,Golden State Warriors,113,Los Angeles Clippers,121,/boxscores/202312140LAC.html,,Los Angeles Clippers
2023-12-15,New Orleans Pelicans,112,Charlotte Hornets,107,/boxscores/202312150CHO.html,,New Orleans Pelicans
2023-12-15,Detroit Pistons,92,Philadelphia 76ers,124,/boxscores/202312150PHI.html,,Philadelphia 76ers
2023-12-15,Indiana Pacers,123,Washington Wizards,137,/boxscores/202312150WAS.html,,Washington Wizards
2023-12-15,Orlando Magic,111,Boston Celtics,128,/boxscores/202312150BOS.html,,Boston Celtics
2023-12-15,Los Angeles Lakers,115,San Antonio Spurs,129,/boxscores/202312150SAS.html,,San Antonio Spurs
2023-12-15,Atlanta Hawks,125,Toronto Raptors,104,/boxscores/202312150TOR.html,,Atlanta Hawks
2023-12-15,Houston Rockets,103,Memphis Grizzlies,96,/boxscores/202312150MEM.html,,Houston Rockets
2023-12-15,New York Knicks,139,Phoenix Suns,122,/boxscores/202312150PHO.html,,New York Knicks
2023-12-16,Detroit Pistons,114,Milwaukee Bucks,146,/boxscores/202312160MIL.html,,Milwaukee Bucks
2023-12-16,Philadelphia 76ers,135,Charlotte Hornets,82,/boxscores/202312160CHO.html,,Philadelphia 76ers
2023-12-16,Atlanta Hawks,119,Cleveland Cavaliers,127,/boxscores/202312160CLE.html,,Cleveland Cavaliers
2023-12-16,Chicago Bulls,116,Miami Heat,118,/boxscores/202312160MIA.html,,Miami Heat
2023-12-16,Indiana Pacers,109,Minnesota Timberwolves,127,/boxscores/202312160MIN.html,,Minnesota Timberwolves
2023-12-16,Brooklyn Nets,120,Golden State Warriors,124,/boxscores/202312160GSW.html,,Golden State Warriors
2023-12-16,Oklahoma City Thunder,118,Denver Nuggets,117,/boxscores/202312160DEN.html,,Oklahoma City Thunder
2023-12-16,Dallas Mavericks,131,Portland Trail Blazers,120,/boxscores/202312160POR.html,,Dallas Mavericks
2023-12-16,Utah Jazz,104,Sacramento Kings,125,/boxscores/202312160SAC.html,,Sacramento Kings
2023-12-16,New York Knicks,122,Los Angeles Clippers,144,/boxscores/202312160LAC.html,,Los Angeles Clippers
2023-12-17,Orlando Magic,97,Boston Celtics,114,/boxscores/202312170BOS.html,,Boston Celtics
2023-12-17,New Orleans Pelicans,146,San Antonio Spurs,110,/boxscores/202312170SAS.html,,New Orleans Pelicans
2023-12-17,Houston Rockets,119,Milwaukee Bucks,128,/boxscores/202312170MIL.html,,Milwaukee Bucks
2023-12-17,Washington Wizards,108,Phoenix Suns,112,/boxscores/202312170PHO.html,,Phoenix Suns
2023-12-17,Golden State Warriors,118,Portland Trail Blazers,114,/boxscores/202312170POR.html,,Golden State Warriors
2023-12-18,Houston Rockets,130,Cleveland Cavaliers,135,/boxscores/202312180CLE.html,OT,Cleveland Cavaliers
2023-12-18,Los Angeles Clippers,151,Indiana Pacers,127,/boxscores/202312180IND.html,,Los Angeles Clippers
2023-12-18,Chicago Bulls,108,Philadelphia 76ers,104,/boxscores/202312180PHI.html,,Chicago Bulls
2023-12-18,Detroit Pistons,124,Atlanta Hawks,130,/boxscores/202312180ATL.html,,Atlanta Hawks
2023-12-18,Minnesota Timberwolves,112,Miami Heat,108,/boxscores/202312180MIA.html,,Minnesota Timberwolves
2023-12-18,Charlotte Hornets,99,Toronto Raptors,114,/boxscores/202312180TOR.html,,Toronto Raptors
2023-12-18,Memphis Grizzlies,97,Oklahoma City Thunder,116,/boxscores/202312180OKC.html,,Oklahoma City Thunder
2023-12-18,Dallas Mavericks,104,Denver Nuggets,130,/boxscores/202312180DEN.html,,Denver Nuggets
2023-12-18,Brooklyn Nets,108,Utah Jazz,125,/boxscores/202312180UTA.html,,Utah Jazz
2023-12-18,Washington Wizards,131,Sacramento Kings,143,/boxscores/202312180SAC.html,,Sacramento Kings
2023-12-18,New York Knicks,114,Los Angeles Lakers,109,/boxscores/202312180LAL.html,,New York Knicks
2023-12-19,Memphis Grizzlies,115,New Orleans Pelicans,113,/boxscores/202312190NOP.html,,Memphis Grizzlies
2023-12-19,San Antonio Spurs,119,Milwaukee Bucks,132,/boxscores/202312190MIL.html,,Milwaukee Bucks
2023-12-19,Boston Celtics,126,Golden State Warriors,132,/boxscores/202312190GSW.html,OT,Golden State Warriors
2023-12-19,Phoenix Suns,104,Portland Trail Blazers,109,/boxscores/202312190POR.html,,Portland Trail Blazers
2023-12-20,Utah Jazz,116,Cleveland Cavaliers,124,/boxscores/202312200CLE.html,,Cleveland Cavaliers
2023-12-20,Charlotte Hornets,113,Indiana Pacers,144,/boxscores/202312200IND.html,,Indiana Pacers
2023-12-20,Miami Heat,115,Orlando Magic,106,/boxscores/202312200ORL.html,,Miami Heat
2023-12-20,Minnesota Timberwolves,113,Philadelphia 76ers,127,/boxscores/202312200PHI.html,,Philadelphia 76ers
2023-12-20,New York Knicks,121,Brooklyn Nets,102,/boxscores/202312200BRK.html,,New York Knicks
2023-12-20,Denver Nuggets,113,Toronto Raptors,104,/boxscores/202312200TOR.html,,Denver Nuggets
2023-12-20,Los Angeles Lakers,108,Chicago Bulls,124,/boxscores/202312200CHI.html,,Chicago Bulls
2023-12-20,Atlanta Hawks,134,Houston Rockets,127,/boxscores/202312200HOU.html,,Atlanta Hawks
2023-12-20,Los Angeles Clippers,120,Dallas Mavericks,111,/boxscores/202312200DAL.html,,Los Angeles Clippers
2023-12-20,Boston Celtics,144,Sacramento Kings,119,/boxscores/202312200SAC.html,,Boston Celtics
2023-12-21,Utah Jazz,119,Detroit Pistons,111,/boxscores/202312210DET.html,,Utah Jazz
2023-12-21,New Orleans Pelicans,123,Cleveland Cavaliers,104,/boxscores/202312210CLE.html,,New Orleans Pelicans
2023-12-21,San Antonio Spurs,95,Chicago Bulls,114,/boxscores/202312210CHI.html,,Chicago Bulls
2023-12-21,Indiana Pacers,103,Memphis Grizzlies,116,/boxscores/202312210MEM.html,,Memphis Grizzlies
2023-12-21,Orlando Magic,114,Milwaukee Bucks,118,/boxscores/202312210MIL.html,,Milwaukee Bucks
2023-12-21,Los Angeles Clippers,115,Oklahoma City Thunder,134,/boxscores/202312210OKC.html,,Oklahoma City Thunder
2023-12-21,Los Angeles Lakers,111,Minnesota Timberwolves,118,/boxscores/202312210MIN.html,,Minnesota Timberwolves
2023-12-21,Washington Wizards,118,Portland Trail Blazers,117,/boxscores/202312210POR.html,,Washington Wizards
2023-12-22,Toronto Raptors,111,Philadelphia 76ers,121,/boxscores/202312220PHI.html,,Philadelphia 76ers
2023-12-22,Denver Nuggets,122,Brooklyn Nets,117,/boxscores/202312220BRK.html,,Denver Nuggets
2023-12-22,Dallas Mavericks,96,Houston Rockets,122,/boxscores/202312220HOU.html,,Houston Rockets
2023-12-22,Atlanta Hawks,113,Miami Heat,122,/boxscores/202312220MIA.html,,Miami Heat
2023-12-22,Washington Wizards,118,Golden State Warriors,129,/boxscores/202312220GSW.html,,Golden State Warriors
2023-12-22,Phoenix Suns,105,Sacramento Kings,120,/boxscores/202312220SAC.html,,Sacramento Kings
2023-12-23,Milwaukee Bucks,130,New York Knicks,111,/boxscores/202312230NYK.html,,Milwaukee Bucks
2023-12-23,Boston Celtics,145,Los Angeles Clippers,108,/boxscores/202312230LAC.html,,Boston Celtics
2023-12-23,Denver Nuggets,102,Charlotte Hornets,95,/boxscores/202312230CHO.html,,Denver Nuggets
2023-12-23,Orlando Magic,117,Indiana Pacers,110,/boxscores/202312230IND.html,,Orlando Magic
2023-12-23,Houston Rockets,106,New Orleans Pelicans,104,/boxscores/202312230NOP.html,,Houston Rockets
2023-12-23,Memphis Grizzlies,125,Atlanta Hawks,119,/boxscores/202312230ATL.html,,Memphis Grizzlies
2023-12-23,Detroit Pistons,115,Brooklyn Nets,126,/boxscores/202312230BRK.html,,Brooklyn Nets
2023-12-23,Utah Jazz,126,Toronto Raptors,119,/boxscores/202312230TOR.html,,Utah Jazz
2023-12-23,Cleveland Cavaliers,109,Chicago Bulls,95,/boxscores/202312230CHI.html,,Cleveland Cavaliers
2023-12-23,Los Angeles Lakers,129,Oklahoma City Thunder,120,/boxscores/202312230OKC.html,,Los Angeles Lakers
2023-12-23,San Antonio Spurs,119,Dallas Mavericks,144,/boxscores/202312230DAL.html,,Dallas Mavericks
2023-12-23,Portland Trail Blazers,106,Golden State Warriors,126,/boxscores/202312230GSW.html,,Golden State Warriors
2023-12-23,Minnesota Timberwolves,110,Sacramento Kings,98,/boxscores/202312230SAC.html,,Minnesota Timberwolves
2023-12-25,Milwaukee Bucks,122,New York Knicks,129,/boxscores/202312250NYK.html,,New York Knicks
2023-12-25,Golden State Warriors,114,Denver Nuggets,120,/boxscores/202312250DEN.html,,Denver Nuggets
2023-12-25,Boston Celtics,126,Los Angeles Lakers,115,/boxscores/202312250LAL.html,,Boston Celtics
2023-12-25,Philadelphia 76ers,113,Miami Heat,119,/boxscores/202312250MIA.html,,Miami Heat
2023-12-25,Dallas Mavericks,128,Phoenix Suns,114,/boxscores/202312250PHO.html,,Dallas Mavericks
2023-12-26,Brooklyn Nets,118,Detroit Pistons,112,/boxscores/202312260DET.html,,Brooklyn Nets
2023-12-26,Orlando Magic,127,Washington Wizards,119,/boxscores/202312260WAS.html,,Orlando Magic
2023-12-26,Atlanta Hawks,113,Chicago Bulls,118,/boxscores/202312260CHI.html,,Chicago Bulls
2023-12-26,Indiana Pacers,123,Houston Rockets,117,/boxscores/202312260HOU.html,,Indiana Pacers
2023-12-26,Memphis Grizzlies,116,New Orleans Pelicans,115,/boxscores/202312260NOP.html,OT,Memphis Grizzlies
2023-12-26,Minnesota Timberwolves,106,Oklahoma City Thunder,129,/boxscores/202312260OKC.html,,Oklahoma City Thunder
2023-12-26,Utah Jazz,130,San Antonio Spurs,118,/boxscores/202312260SAS.html,,Utah Jazz
2023-12-26,Sacramento Kings,113,Portland Trail Blazers,130,/boxscores/202312260POR.html,,Portland Trail Blazers
2023-12-26,Charlotte Hornets,104,Los Angeles Clippers,113,/boxscores/202312260LAC.html,,Los Angeles Clippers
2023-12-27,Philadelphia 76ers,112,Orlando Magic,92,/boxscores/202312270ORL.html,,Philadelphia 76ers
2023-12-27,Toronto Raptors,132,Washington Wizards,102,/boxscores/202312270WAS.html,,Toronto Raptors
2023-12-27,Milwaukee Bucks,144,Brooklyn Nets,122,/boxscores/202312270BRK.html,,Milwaukee Bucks
2023-12-27,Phoenix Suns,129,Houston Rockets,113,/boxscores/202312270HOU.html,,Phoenix Suns
2023-12-27,New York Knicks,120,Oklahoma City Thunder,129,/boxscores/202312270OKC.html,,Oklahoma City Thunder
2023-12-27,Cleveland Cavaliers,113,Dallas Mavericks,110,/boxscores/202312270DAL.html,,Cleveland Cavaliers
2023-12-28,Detroit Pistons,122,Boston Celtics,128,/boxscores/202312280BOS.html,OT,Boston Celtics
2023-12-28,Indiana Pacers,120,Chicago Bulls,104,/boxscores/202312280CHI.html,,Indiana Pacers
2023-12-28,Dallas Mavericks,110,Minnesota Timberwolves,118,/boxscores/202312280MIN.html,,Minnesota Timberwolves
2023-12-28,Utah Jazz,105,New Orleans Pelicans,112,/boxscores/202312280NOP.html,,New Orleans Pelicans
2023-12-28,Memphis Grizzlies,105,Denver Nuggets,142,/boxscores/202312280DEN.html,,Denver Nuggets
2023-12-28,Miami Heat,114,Golden State Warriors,102,/boxscores/202312280GSW.html,,Miami Heat
2023-12-28,San Antonio Spurs,118,Portland Trail Blazers,105,/boxscores/202312280POR.html,,San Antonio Spurs
2023-12-28,Charlotte Hornets,112,Los Angeles Lakers,133,/boxscores/202312280LAL.html,,Los Angeles Lakers
2023-12-29,New York Knicks,108,Orlando Magic,117,/boxscores/202312290ORL.html,,Orlando Magic
2023-12-29,Brooklyn Nets,104,Washington Wizards,110,/boxscores/202312290WAS.html,,Washington Wizards
2023-12-29,Sacramento Kings,117,Atlanta Hawks,110,/boxscores/202312290ATL.html,,Sacramento Kings
2023-12-29,Toronto Raptors,118,Boston Celtics,120,/boxscores/202312290BOS.html,,Boston Celtics
2023-12-29,Milwaukee Bucks,119,Cleveland Cavaliers,111,/boxscores/202312290CLE.html,,Milwaukee Bucks
2023-12-29,Philadelphia 76ers,131,Houston Rockets,127,/boxscores/202312290HOU.html,,Philadelphia 76ers
2023-12-29,Oklahoma City Thunder,119,Denver Nuggets,93,/boxscores/202312290DEN.html,,Oklahoma City Thunder
2023-12-29,Charlotte Hornets,119,Phoenix Suns,133,/boxscores/202312290PHO.html,,Phoenix Suns
